Ressource;"Code Attributaire";Attributaire;"Date d'effet (attribution)";"N° décision d'attribution"
03465;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03466;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03467;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03468;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03469;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03470;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03471;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03472;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03473;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03474;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03475;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03476;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03477;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03478;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03479;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03480;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03481;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03482;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03483;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03484;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03485;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03486;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03487;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03488;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03489;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03490;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03491;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03492;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03493;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03494;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03495;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03496;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03497;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03498;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03499;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
03500;SRR;"Société réunionnaise du radiotéléphone";24/07/2008;2008-0844
03501;SRR;"Société réunionnaise du radiotéléphone";24/07/2008;2008-0844
03502;SRR;"Société réunionnaise du radiotéléphone";24/07/2008;2008-0844
03503;SRR;"Société réunionnaise du radiotéléphone";24/07/2008;2008-0844
03504;VOXB;Voxbone;04/09/2008;2008-1006
03505;VOXB;Voxbone;04/09/2008;2008-1006
03506;IPDI;"IP Directions";25/09/2008;2008-1106
03507;IPDI;"IP Directions";25/09/2008;2008-1106
03508;LEGO;"Legos-Local exchange Global opération services";29/09/2008;2008-1130
03509;LEGO;"Legos-Local exchange Global opération services";29/09/2008;2008-1130
03510;LEGO;"Legos-Local exchange Global opération services";29/09/2008;2008-1130
03511;ALPL;Alphalink;20/11/2008;2008-1297
03512;HUBT;"Hub One";16/10/2008;2008-1170
03513;FRTE;Orange;01/10/2023;2025-1417
03514;FRTE;Orange;01/10/2023;2025-1417
03515;JAG;"Free Pro";31/03/2011;2011-0363
03516;JAG;"Free Pro";31/03/2011;2011-0363
03518;OUTR;"Outremer Telecom";11/11/2014;2014-1312
03519;OUTR;"Outremer Telecom";11/11/2014;2014-1312
03520;OUTR;"Outremer Telecom";11/11/2014;2014-1312
03522;AICT;"AIC Telecoms";02/04/2013;2013-0449
03523;OPEN;"Destiny France Partenaires";02/04/2009;2009-0321
03524;OPEN;"Destiny France Partenaires";02/04/2009;2009-0321
03525;R154;"STOI INTERNET";07/07/2011;2011-0808
03526;AXLY;Axialys;04/06/2009;2009-0496
03527;AXLY;Axialys;04/06/2009;2009-0496
03528;AXLY;Axialys;04/06/2009;2009-0496
03529;AXLY;Axialys;04/06/2009;2009-0496
03530;AXLY;Axialys;04/06/2009;2009-0496
03531;SEWA;Sewan;03/09/2009;2009-0688
03532;SRR;"Société réunionnaise du radiotéléphone";03/09/2009;2009-0695
03533;SRR;"Société réunionnaise du radiotéléphone";03/09/2009;2009-0695
03534;SRR;"Société réunionnaise du radiotéléphone";03/12/2009;2009-1030
03536;ETOI;"Etoile Dièse";08/10/2009;2009-0826
03537;DAUF;"Dauphin telecom";15/10/2009;2009-0857
03538;SRR;"Société réunionnaise du radiotéléphone";05/11/2009;2009-0921
03539;SRR;"Société réunionnaise du radiotéléphone";05/11/2009;2009-0921
03541;SRR;"Société réunionnaise du radiotéléphone";26/11/2009;2009-1011
03542;SRR;"Société réunionnaise du radiotéléphone";26/11/2009;2009-1011
03543;SRR;"Société réunionnaise du radiotéléphone";26/11/2009;2009-1011
03544;SRR;"Société réunionnaise du radiotéléphone";26/11/2009;2009-1012
03545;SRR;"Société réunionnaise du radiotéléphone";26/11/2009;2009-1012
03546;AIRN;Airnity;03/05/2024;2026-0477
03547;AIRN;Airnity;03/05/2024;2026-0477
03548;DGLP;"PS Mobile Access";01/10/2020;2022-1923
03549;DGLP;"PS Mobile Access";01/10/2020;2022-1923
03550;DGLP;"PS Mobile Access";01/10/2020;2022-1923
03552;FRTE;Orange;01/10/2023;2025-1417
03553;FRTE;Orange;01/10/2023;2025-1417
03554;FRTE;Orange;01/10/2023;2025-1417
03555;COMP;Completel;22/07/2010;2010-0882
03556;WAEL;Wanatel;11/03/2010;2010-0306
03557;WAEL;Wanatel;11/03/2010;2010-0306
03558;SRR;"Société réunionnaise du radiotéléphone";18/03/2010;2010-0319
03559;AXLY;Axialys;01/04/2010;2010-0412
03560;AXLY;Axialys;01/04/2010;2010-0412
03561;AXLY;Axialys;01/04/2010;2010-0412
03562;AXLY;Axialys;01/04/2010;2010-0412
03563;AXLY;Axialys;01/04/2010;2010-0412
03564;ISOM;ISI-COM;23/04/2025;2025-0506
03565;IDOM;"Idom technologies";06/05/2010;2010-0520
03566;IDOM;"Idom technologies";06/05/2010;2010-0520
03567;FRTE;Orange;01/07/2018;2018-0668
03568;DGLP;"PS Mobile Access";01/10/2020;2022-1923
03569;SRR;"Société réunionnaise du radiotéléphone";10/06/2010;2010-0663
03570;SRR;"Société réunionnaise du radiotéléphone";10/06/2010;2010-0663
03571;SRR;"Société réunionnaise du radiotéléphone";10/06/2010;2010-0663
03572;TISP;"Telecom Italia sparkle S.p.A.";15/06/2010;2010-0710
03573;TISP;"Telecom Italia sparkle S.p.A.";15/06/2010;2010-0710
03574;BJTP;"BJT Partners";15/06/2010;2010-0711
03575;SRR;"Société réunionnaise du radiotéléphone";22/07/2010;2010-0880
03576;ZEMO;"Zeop mobile";01/08/2019;2021-1261
03577;ZEMO;"Zeop mobile";01/08/2019;2021-1261
03578;MWSP;Lasotel;02/09/2010;2010-0957
03579;DIAB;"Diabolocom SAS";02/09/2010;2010-0945
03580;COMP;Completel;02/09/2010;2010-0951
03581;SRR;"Société réunionnaise du radiotéléphone";30/09/2010;2010-1078
03582;SRR;"Société réunionnaise du radiotéléphone";30/09/2010;2010-1078
03583;SRR;"Société réunionnaise du radiotéléphone";30/09/2010;2010-1078
03585;CIRQ;"Foliateam cloud";13/01/2011;2011-0011
03588;SRR;"Société réunionnaise du radiotéléphone";31/03/2011;2011-0366
03589;ZEMO;"Zeop mobile";09/01/2023;2025-0039
03590;ZEMO;"Zeop mobile";09/01/2023;2025-0039
03591;THEC;TCLR;12/05/2011;2011-0535
03592;SRR;"Société réunionnaise du radiotéléphone";24/05/2011;2011-0628
03593;SRR;"Société réunionnaise du radiotéléphone";24/05/2011;2011-0628
03594;SRR;"Société réunionnaise du radiotéléphone";24/05/2011;2011-0628
03595;SWFR;"Sierra wireless France";18/02/2025;2026-0053
03596;SWFR;"Sierra wireless France";18/02/2025;2026-0053
03597;CELY;Celya;07/06/2011;2011-0699
03598;OPEN;"Destiny France Partenaires";12/07/2011;2011-0842
03599;OPEN;"Destiny France Partenaires";12/07/2011;2011-0842
03600;P1SE;"P1 security";01/06/2018;2018-0632
03601;P1SE;"P1 security";01/06/2018;2018-0632
03602;P1SE;"P1 security";01/06/2018;2018-0632
03603;P1SE;"P1 security";01/06/2018;2018-0632
03604;P1SE;"P1 security";01/06/2018;2018-0632
03605;P1SE;"P1 security";01/06/2018;2018-0632
03606;SWFR;"Sierra wireless France";18/02/2025;2026-0053
03607;SWFR;"Sierra wireless France";18/02/2025;2026-0053
03608;SWFR;"Sierra wireless France";18/02/2025;2026-0053
03609;SWFR;"Sierra wireless France";18/02/2025;2026-0053
03610;SRR;"Société réunionnaise du radiotéléphone";05/03/2019;2021-0353
03611;SRR;"Société réunionnaise du radiotéléphone";05/03/2019;2021-0353
03612;SRR;"Société réunionnaise du radiotéléphone";05/03/2019;2021-0353
03613;SRR;"Société réunionnaise du radiotéléphone";05/03/2019;2021-0353
03614;SRR;"Société réunionnaise du radiotéléphone";05/03/2019;2021-0353
03615;SRR;"Société réunionnaise du radiotéléphone";05/03/2019;2021-0353
03616;IPDI;"IP Directions";15/11/2019;2021-2067
03617;IPDI;"IP Directions";15/11/2019;2021-2067
03618;IDOM;"Idom technologies";01/09/2011;2011-0943
03619;IDOM;"Idom technologies";01/09/2011;2011-0943
03620;IDOM;"Idom technologies";01/09/2011;2011-0943
03621;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
03622;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
03623;AIEX;"Altitude infrastructure exploitation";23/06/2015;2015-0732
03624;BJTP;"BJT Partners";20/12/2011;2011-1492
03625;ZEMO;"Zeop mobile";21/09/2023;2025-1295
03626;ZEMO;"Zeop mobile";21/09/2023;2025-1295
03633;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03634;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03635;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03636;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03637;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03638;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03639;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03640;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03641;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03642;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03643;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03644;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03645;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03646;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03647;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03648;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03649;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03650;BOUY;"Bouygues Telecom";01/10/2024;2024-2129
03651;SRR;"Société réunionnaise du radiotéléphone";07/02/2012;2012-0196
03652;SRR;"Société réunionnaise du radiotéléphone";07/02/2012;2012-0196
03653;SRR;"Société réunionnaise du radiotéléphone";06/03/2012;2012-0313
03654;SRR;"Société réunionnaise du radiotéléphone";06/03/2012;2012-0313
03655;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
03656;CLXN;"Sinch Sweden AB";01/12/2020;2022-2348
03657;HALY;Halys;27/03/2012;2012-0407
03666;SRR;"Société réunionnaise du radiotéléphone";24/04/2012;2012-0492
03667;SRR;"Société réunionnaise du radiotéléphone";24/04/2012;2012-0491
03668;SRR;"Société réunionnaise du radiotéléphone";24/04/2012;2012-0491
03670;BJTP;"BJT Partners";19/06/2012;2012-0799
03671;ADSL;Celeste;13/09/2021;2023-1876
03672;ADIS;Adenis;03/07/2014;2014-0728
03673;GUYA;Guyacom;04/09/2012;2012-1064
03674;SRR;"Société réunionnaise du radiotéléphone";11/09/2012;2012-1136
03675;SRR;"Société réunionnaise du radiotéléphone";11/09/2012;2012-1136
03676;SRR;"Société réunionnaise du radiotéléphone";11/09/2012;2012-1136
03677;SRR;"Société réunionnaise du radiotéléphone";11/09/2012;2012-1136
03678;SEWA;Sewan;27/09/2012;2012-1187
03679;SWFR;"Sierra wireless France";18/02/2025;2026-0053
03680;SWFR;"Sierra wireless France";18/02/2025;2026-0053
03681;AVMI;"AVM Informatique";01/03/2016;2016-0323
03682;VOXB;Voxbone;11/12/2012;2012-1624
03683;LYCA;"Lycamobile SARL";05/02/2013;2013-0172
03684;LYCA;"Lycamobile SARL";05/02/2013;2013-0172
03685;SRR;"Société réunionnaise du radiotéléphone";23/05/2013;2013-0602
03686;HALY;Halys;28/05/2013;2013-0676
03687;DAUF;"Dauphin telecom";04/06/2013;2013-0713
03688;TDF;TDF;30/07/2013;2013-0983
03689;TDF;TDF;30/07/2013;2013-0983
03690;TDF;TDF;30/07/2013;2013-0983
03691;TDF;TDF;30/07/2013;2013-0983
03692;TDF;TDF;30/07/2013;2013-0983
03693;TDF;TDF;30/07/2013;2013-0983
03694;TDF;TDF;30/07/2013;2013-0983
03695;TDF;TDF;30/07/2013;2013-0983
03696;TDF;TDF;30/07/2013;2013-0983
03697;TDF;TDF;30/07/2013;2013-0983
03698;TDF;TDF;30/07/2013;2013-0983
03699;TDF;TDF;30/07/2013;2013-0983
05500;FRTE;Orange;01/01/2017;2016-1702
05501;FRTE;Orange;01/01/2017;2016-1702
05502;FRTE;Orange;01/01/2017;2016-1702
05503;FRTE;Orange;01/01/2017;2016-1702
05504;FRTE;Orange;01/01/2017;2016-1702
05505;FRTE;Orange;01/01/2017;2016-1702
05506;FRTE;Orange;01/01/2017;2016-1702
05507;FRTE;Orange;01/01/2017;2016-1702
05508;FRTE;Orange;01/01/2017;2016-1702
05509;FRTE;Orange;01/01/2017;2016-1702
05510;FRTE;Orange;01/01/2017;2016-1702
05511;FRTE;Orange;01/01/2017;2016-1702
05512;FRTE;Orange;01/01/2017;2016-1702
05513;FRTE;Orange;01/01/2017;2016-1702
05514;FRTE;Orange;01/01/2017;2016-1702
05515;FRTE;Orange;01/01/2017;2016-1702
05516;FRTE;Orange;01/01/2017;2016-1702
05517;FRTE;Orange;01/01/2017;2016-1702
05518;FRTE;Orange;01/01/2017;2016-1702
05519;FRTE;Orange;01/01/2017;2016-1702
05520;FRTE;Orange;01/01/2017;2016-1702
05521;FRTE;Orange;01/01/2017;2016-1702
05522;FRTE;Orange;01/01/2017;2016-1702
05523;FRTE;Orange;01/01/2017;2016-1702
05524;FRTE;Orange;01/01/2017;2016-1702
05525;FRTE;Orange;01/01/2017;2016-1702
05526;FRTE;Orange;01/01/2017;2016-1702
05527;FRTE;Orange;01/01/2017;2016-1702
05528;FRTE;Orange;01/01/2017;2016-1702
05529;FRTE;Orange;01/01/2017;2016-1702
05530;FRTE;Orange;01/01/2017;2016-1702
05531;FRTE;Orange;01/01/2017;2016-1702
05532;FRTE;Orange;01/01/2017;2016-1702
05533;FRTE;Orange;01/01/2017;2016-1702
05534;FRTE;Orange;01/01/2017;2016-1702
05535;FRTE;Orange;01/01/2017;2016-1702
05536;FRTE;Orange;01/01/2017;2016-1702
05537;FRTE;Orange;01/01/2017;2016-1702
05538;FRTE;Orange;01/01/2017;2016-1702
05539;FRTE;Orange;01/01/2017;2016-1702
05540;FRTE;Orange;01/01/2017;2016-1702
05541;FRTE;Orange;01/01/2017;2016-1702
05542;FRTE;Orange;01/01/2017;2016-1702
05543;FRTE;Orange;01/01/2017;2016-1702
05544;FRTE;Orange;01/01/2017;2016-1702
05545;FRTE;Orange;01/01/2017;2016-1702
05546;FRTE;Orange;01/01/2017;2016-1702
05547;FRTE;Orange;01/01/2017;2016-1702
05548;FRTE;Orange;01/01/2017;2016-1702
05549;FRTE;Orange;01/01/2017;2016-1702
05550;FRTE;Orange;01/01/2017;2016-1702
05551;FRTE;Orange;01/01/2017;2016-1702
05552;FRTE;Orange;01/01/2017;2016-1702
05553;FRTE;Orange;01/01/2017;2016-1702
05554;FRTE;Orange;01/01/2017;2016-1702
05555;FRTE;Orange;01/01/2017;2016-1702
05556;FRTE;Orange;01/01/2017;2016-1702
05557;FRTE;Orange;01/01/2017;2016-1702
05558;FRTE;Orange;01/01/2017;2016-1702
05559;FRTE;Orange;01/01/2017;2016-1702
05560;FRTE;Orange;01/01/2017;2016-1702
05561;FRTE;Orange;01/01/2017;2016-1702
05562;FRTE;Orange;01/01/2017;2016-1702
05563;FRTE;Orange;01/01/2017;2016-1702
05564;FRTE;Orange;01/01/2017;2016-1702
05565;FRTE;Orange;01/01/2017;2016-1702
05566;FRTE;Orange;01/01/2017;2016-1702
05567;FRTE;Orange;01/01/2017;2016-1702
05568;FRTE;Orange;01/01/2017;2016-1702
05569;FRTE;Orange;01/01/2017;2016-1702
05570;FRTE;Orange;01/01/2017;2016-1702
05571;FRTE;Orange;01/01/2017;2016-1702
05572;FRTE;Orange;01/01/2017;2016-1702
05573;FRTE;Orange;01/01/2017;2016-1702
05574;FRTE;Orange;01/01/2017;2016-1702
05575;FRTE;Orange;01/01/2017;2016-1702
05576;FRTE;Orange;01/01/2017;2016-1702
05577;FRTE;Orange;01/01/2017;2016-1702
05578;FRTE;Orange;01/01/2017;2016-1702
05579;FRTE;Orange;01/01/2017;2016-1702
05580;FRTE;Orange;01/01/2017;2016-1702
05581;FRTE;Orange;01/01/2017;2016-1702
05582;FRTE;Orange;01/01/2017;2016-1702
05583;FRTE;Orange;01/01/2017;2016-1702
05584;FRTE;Orange;01/01/2017;2016-1702
05585;FRTE;Orange;01/01/2017;2016-1702
05586;FRTE;Orange;01/01/2017;2016-1702
05587;FRTE;Orange;01/01/2017;2016-1702
05588;FRTE;Orange;01/01/2017;2016-1702
05589;FRTE;Orange;01/01/2017;2016-1702
05590;FRTE;Orange;01/01/2017;2016-1702
05591;FRTE;Orange;01/01/2017;2016-1702
05592;FRTE;Orange;01/01/2017;2016-1702
05593;FRTE;Orange;01/01/2017;2016-1702
05594;FRTE;Orange;01/01/2017;2016-1702
05595;FRTE;Orange;01/01/2017;2016-1702
05596;FRTE;Orange;01/01/2017;2016-1702
05597;FRTE;Orange;01/01/2017;2016-1702
05598;FRTE;Orange;01/01/2017;2016-1702
05599;FRTE;Orange;01/01/2017;2016-1702
05600;FRTE;Orange;01/01/2017;2016-1702
05601;FRTE;Orange;01/01/2017;2016-1702
05602;FRTE;Orange;01/01/2017;2016-1702
05603;FRTE;Orange;01/01/2017;2016-1702
05604;FRTE;Orange;01/01/2017;2016-1702
05605;FRTE;Orange;01/01/2017;2016-1702
05606;FRTE;Orange;01/01/2017;2016-1702
05607;FRTE;Orange;01/01/2017;2016-1702
05608;FRTE;Orange;01/01/2017;2016-1702
05609;FRTE;Orange;01/01/2017;2016-1702
05610;FRTE;Orange;01/01/2017;2016-1702
05611;FRTE;Orange;01/01/2017;2016-1702
05612;FRTE;Orange;01/01/2017;2016-1702
05613;FRTE;Orange;01/01/2017;2016-1702
05614;FRTE;Orange;01/01/2017;2016-1702
05615;FRTE;Orange;01/01/2017;2016-1702
05616;FRTE;Orange;01/01/2017;2016-1702
05617;FRTE;Orange;01/01/2017;2016-1702
05618;FRTE;Orange;01/01/2017;2016-1702
05619;FRTE;Orange;01/01/2017;2016-1702
05620;FRTE;Orange;01/01/2017;2016-1702
05621;FRTE;Orange;01/01/2017;2016-1702
05622;FRTE;Orange;01/01/2017;2016-1702
05623;FRTE;Orange;01/01/2017;2016-1702
05624;FRTE;Orange;01/01/2017;2016-1702
05625;FRTE;Orange;01/01/2017;2016-1702
05626;FRTE;Orange;01/01/2017;2016-1702
05627;FRTE;Orange;01/01/2017;2016-1702
05628;FRTE;Orange;01/01/2017;2016-1702
05629;FRTE;Orange;01/01/2017;2016-1702
05630;FRTE;Orange;01/01/2017;2016-1702
05631;FRTE;Orange;01/01/2017;2016-1702
05632;FRTE;Orange;01/01/2017;2016-1702
05633;FRTE;Orange;01/01/2017;2016-1702
05634;FRTE;Orange;01/01/2017;2016-1702
05635;FRTE;Orange;01/01/2017;2016-1702
05636;FRTE;Orange;01/01/2017;2016-1702
05637;FRTE;Orange;01/01/2017;2016-1702
05638;FRTE;Orange;01/01/2017;2016-1702
05639;FRTE;Orange;01/01/2017;2016-1702
05640;FRTE;Orange;01/01/2017;2016-1702
05641;FRTE;Orange;01/01/2017;2016-1702
05642;FRTE;Orange;01/01/2017;2016-1702
05643;FRTE;Orange;01/01/2017;2016-1702
05644;FRTE;Orange;01/01/2017;2016-1702
05645;FRTE;Orange;01/01/2017;2016-1702
05646;FRTE;Orange;01/01/2017;2016-1702
05647;FRTE;Orange;01/01/2017;2016-1702
05648;FRTE;Orange;01/01/2017;2016-1702
05649;FRTE;Orange;01/01/2017;2016-1702
05650;FRTE;Orange;01/01/2017;2016-1702
05651;FRTE;Orange;01/01/2017;2016-1702
05652;FRTE;Orange;01/01/2017;2016-1702
05653;FRTE;Orange;01/01/2017;2016-1702
05654;FRTE;Orange;01/01/2017;2016-1702
05655;FRTE;Orange;01/01/2017;2016-1702
05656;FRTE;Orange;01/01/2017;2016-1702
05657;FRTE;Orange;01/01/2017;2016-1702
05658;FRTE;Orange;01/01/2017;2016-1702
05659;FRTE;Orange;01/01/2017;2016-1702
05660;FRTE;Orange;01/01/2017;2016-1702
05661;FRTE;Orange;01/01/2017;2016-1702
05662;FRTE;Orange;01/01/2017;2016-1702
05663;FRTE;Orange;01/01/2017;2016-1702
05664;FRTE;Orange;01/01/2017;2016-1702
05665;FRTE;Orange;01/01/2017;2016-1702
05666;FRTE;Orange;01/01/2017;2016-1702
05667;FRTE;Orange;01/01/2017;2016-1702
05668;FRTE;Orange;01/01/2017;2016-1702
05669;FRTE;Orange;01/01/2017;2016-1702
05670;FRTE;Orange;01/01/2017;2016-1702
05671;FRTE;Orange;01/01/2017;2016-1702
05672;FRTE;Orange;01/01/2017;2016-1702
05673;FRTE;Orange;01/01/2017;2016-1702
05674;FRTE;Orange;01/01/2017;2016-1702
05675;FRTE;Orange;01/01/2017;2016-1702
05676;FRTE;Orange;01/01/2017;2016-1702
05677;FRTE;Orange;01/01/2017;2016-1702
05678;FRTE;Orange;01/01/2017;2016-1702
05679;FRTE;Orange;01/01/2017;2016-1702
05680;FRTE;Orange;01/01/2017;2016-1702
05681;FRTE;Orange;01/01/2017;2016-1702
05682;FRTE;Orange;01/01/2017;2016-1702
05683;FRTE;Orange;01/01/2017;2016-1702
05684;FRTE;Orange;01/01/2017;2016-1702
05685;FRTE;Orange;01/01/2017;2016-1702
05686;FRTE;Orange;01/01/2017;2016-1702
05687;FRTE;Orange;01/01/2017;2016-1702
05688;FRTE;Orange;01/01/2017;2016-1702
05689;FRTE;Orange;01/01/2017;2016-1702
05690;FRTE;Orange;01/01/2017;2016-1702
05691;FRTE;Orange;01/01/2017;2016-1702
05692;FRTE;Orange;01/01/2017;2016-1702
05693;FRTE;Orange;01/01/2017;2016-1702
05694;FRTE;Orange;01/01/2017;2016-1702
05695;FRTE;Orange;01/01/2017;2016-1702
05696;FRTE;Orange;01/01/2017;2016-1702
05697;FRTE;Orange;01/01/2017;2016-1702
05698;FRTE;Orange;01/01/2017;2016-1702
05699;FRTE;Orange;01/01/2017;2016-1702
05700;FRTE;Orange;01/01/2017;2016-1702
05701;FRTE;Orange;01/01/2017;2016-1702
05702;FRTE;Orange;01/01/2017;2016-1702
05703;FRTE;Orange;01/01/2017;2016-1702
05704;FRTE;Orange;01/01/2017;2016-1702
05705;FRTE;Orange;01/01/2017;2016-1702
05706;FRTE;Orange;01/01/2017;2016-1702
05707;FRTE;Orange;01/01/2017;2016-1702
05708;FRTE;Orange;01/01/2017;2016-1702
05709;FRTE;Orange;01/01/2017;2016-1702
05710;FRTE;Orange;01/01/2017;2016-1702
05711;FRTE;Orange;01/01/2017;2016-1702
05712;FRTE;Orange;01/01/2017;2016-1702
05713;FRTE;Orange;01/01/2017;2016-1702
05714;FRTE;Orange;01/01/2017;2016-1702
05715;FRTE;Orange;01/01/2017;2016-1702
05716;FRTE;Orange;01/01/2017;2016-1702
05717;FRTE;Orange;01/01/2017;2016-1702
05718;FRTE;Orange;01/01/2017;2016-1702
05719;FRTE;Orange;01/01/2017;2016-1702
05720;FRTE;Orange;01/01/2017;2016-1702
05721;FRTE;Orange;01/01/2017;2016-1702
05722;FRTE;Orange;01/01/2017;2016-1702
05723;FRTE;Orange;01/01/2017;2016-1702
05724;FRTE;Orange;01/01/2017;2016-1702
05725;FRTE;Orange;01/01/2017;2016-1702
05726;FRTE;Orange;01/01/2017;2016-1702
05727;FRTE;Orange;01/01/2017;2016-1702
05728;FRTE;Orange;01/01/2017;2016-1702
05729;FRTE;Orange;01/01/2017;2016-1702
05730;FRTE;Orange;01/01/2017;2016-1702
05731;FRTE;Orange;01/01/2017;2016-1702
05732;FRTE;Orange;01/01/2017;2016-1702
05733;FRTE;Orange;01/01/2017;2016-1702
05734;FRTE;Orange;01/01/2017;2016-1702
05735;FRTE;Orange;01/01/2017;2016-1702
05736;FRTE;Orange;01/01/2017;2016-1702
05737;FRTE;Orange;01/01/2017;2016-1702
05738;FRTE;Orange;01/01/2017;2016-1702
05739;FRTE;Orange;01/01/2017;2016-1702
05740;FRTE;Orange;01/01/2017;2016-1702
05741;FRTE;Orange;01/01/2017;2016-1702
05742;FRTE;Orange;01/01/2017;2016-1702
05743;FRTE;Orange;01/01/2017;2016-1702
05744;FRTE;Orange;01/01/2017;2016-1702
05745;FRTE;Orange;01/01/2017;2016-1702
05746;FRTE;Orange;01/01/2017;2016-1702
05747;FRTE;Orange;01/01/2017;2016-1702
05748;FRTE;Orange;01/01/2017;2016-1702
05749;FRTE;Orange;01/01/2017;2016-1702
05750;FRTE;Orange;01/01/2017;2016-1702
05751;FRTE;Orange;01/01/2017;2016-1702
05752;FRTE;Orange;01/01/2017;2016-1702
05753;FRTE;Orange;01/01/2017;2016-1702
05754;FRTE;Orange;01/01/2017;2016-1702
05755;FRTE;Orange;01/01/2017;2016-1702
05756;FRTE;Orange;01/01/2017;2016-1702
05757;FRTE;Orange;01/01/2017;2016-1702
05758;FRTE;Orange;01/01/2017;2016-1702
05759;FRTE;Orange;01/01/2017;2016-1702
05760;FRTE;Orange;01/01/2017;2016-1702
05761;FRTE;Orange;01/01/2017;2016-1702
05762;FRTE;Orange;01/01/2017;2016-1702
05763;FRTE;Orange;01/01/2017;2016-1702
05764;FRTE;Orange;01/01/2017;2016-1702
05765;FRTE;Orange;01/01/2017;2016-1702
05766;FRTE;Orange;01/01/2017;2016-1702
05767;FRTE;Orange;01/01/2017;2016-1702
05768;FRTE;Orange;01/01/2017;2016-1702
05769;FRTE;Orange;01/01/2017;2016-1702
05770;FRTE;Orange;01/01/2017;2016-1702
05771;FRTE;Orange;01/01/2017;2016-1702
05772;FRTE;Orange;01/01/2017;2016-1702
05773;FRTE;Orange;01/01/2017;2016-1702
05774;FRTE;Orange;01/01/2017;2016-1702
05775;FRTE;Orange;01/01/2017;2016-1702
05776;FRTE;Orange;01/01/2017;2016-1702
05777;FRTE;Orange;01/01/2017;2016-1702
05778;FRTE;Orange;01/01/2017;2016-1702
05779;FRTE;Orange;01/01/2017;2016-1702
05780;FRTE;Orange;01/01/2017;2016-1702
05781;FRTE;Orange;01/01/2017;2016-1702
05782;FRTE;Orange;01/01/2017;2016-1702
05783;FRTE;Orange;01/01/2017;2016-1702
05784;FRTE;Orange;01/01/2017;2016-1702
05785;FRTE;Orange;01/01/2017;2016-1702
05786;FRTE;Orange;01/01/2017;2016-1702
05787;FRTE;Orange;01/01/2017;2016-1702
05788;FRTE;Orange;01/01/2017;2016-1702
