Ressource;"Code Attributaire";Attributaire;"Date d'effet (attribution)";"N° décision d'attribution"
10916;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10917;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10918;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10919;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10920;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10921;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10922;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10923;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10924;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10925;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10926;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10927;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10928;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10929;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10930;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10931;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10932;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10933;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10934;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10935;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10936;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10937;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10938;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10939;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10940;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10941;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10942;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10943;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10944;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10945;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10946;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10947;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10948;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10949;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10950;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10951;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10952;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10953;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10954;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10955;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10956;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10957;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10958;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10959;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10960;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10961;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10962;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10963;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10964;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10965;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10966;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10967;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10968;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10969;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10970;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10971;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10972;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10973;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10974;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10975;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10976;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10977;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10978;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10979;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10980;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10981;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10982;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10983;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10984;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10985;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10986;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10987;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10988;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10989;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10990;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10991;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10992;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10993;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10994;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10995;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10996;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10997;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10998;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
10999;SFR0;"Société française du radiotéléphone";08/12/2011;2011-1436
11000;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11001;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11002;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11003;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11004;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11005;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11006;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11007;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11008;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11009;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11010;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11011;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11012;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11013;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11014;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11015;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11016;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11017;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11018;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11019;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11020;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11021;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11022;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11023;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11024;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11025;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11026;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11027;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11028;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11029;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11030;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11031;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11032;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11033;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11034;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11035;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11036;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11037;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11038;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11039;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11040;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11041;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11042;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11043;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11044;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11045;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11046;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11047;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11048;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11049;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11050;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11051;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11052;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11053;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11054;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11055;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11056;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11057;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11058;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11059;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11060;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11061;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11062;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11063;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11064;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11065;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11066;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11067;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11068;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11069;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11070;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11071;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11072;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11073;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11074;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11075;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11076;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11077;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11078;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11079;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11080;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11081;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11082;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11083;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11084;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11085;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11086;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11087;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11088;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11089;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11090;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11091;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11092;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11093;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11094;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11095;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11096;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11097;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11098;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11099;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11100;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11101;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11102;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11103;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11104;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11105;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11106;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11107;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11108;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11109;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11110;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11111;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11112;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11113;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11114;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11115;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11116;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11117;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11118;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11119;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11120;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11121;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11122;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11123;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11124;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11125;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11126;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11127;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11128;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11129;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11130;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11131;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11132;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11133;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11134;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11135;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11136;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11137;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11138;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11139;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11140;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11141;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11142;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11143;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11144;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11145;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11146;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11147;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11148;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11149;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11150;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11151;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11152;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11153;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11154;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
11155;BOUY;"Bouygues Telecom";05/02/2013;2013-0171
